SentenceID,Formality,Sentence
3LEG2HW4UEMA30XQSNE8ZW9ZDRF2FF,5.2,"It's argued that instead of any genuine insight into politics on the ground these days, they didn't want to repeat the Tedisco mistake, judged it based upon purely out-dated male/female lines, and were going to go with a female no matter what."
3YKP7CX6G1ERCKIGTX97CXZM9997BI,4.6,"""It's a shame that the state is basically shutting down 95 percent of Americans that celebrate a federal holiday, which it is,"" said Ron Wesselius, a Thurston County realtor who put up the Nativity the past two years."
3Z33IC0JCZLAZH4FDBYRR5KZ7RDV9O,4.6,"Its as if the system isnt really connected at all, as nothing that uses the connection works."
32FESTC2NGPCK0MIK5YDX9JOZ46UCC,2.0,It's at http://www.davidrm.com/thejournal/index.php
3R0WOCG21L8MPSSWK1TOHF16K4IUDC,6.4,"It's a turnaround from the first Siena poll on the race in September, which had Scozzafava leading, followed by Owens and Hoffman."
3GONHBMNHUX6FLSJ3HRZHX3FV0PZMO,3.8,"It's a virtual way to split your hard drive in two pieces, one for your existing Mac OS X install (and all your data) and the other for Linux (in your case, Feisty Fawn)."
3CIS7GGG64IRHY6WGW48NXJRKHKEUS,3.0,It's a wonderful camground anytime of the year but after Labor Day it's extremely quiet and takes on a whole different atmosphere.
3NZ1E5QA6Y0CPG4X54UAEDLQI3E5B1,1.8,It says emerald theme manager and gives me themes.
363A7XIFV3LO40EK5HCRN0VJD9VVA3,1.4,it says its installed but i cant find it.
3I7KR83SN9CWJ6A3E7KKPW9IRT69KG,4.2,"It's become the Bartz shtick: Blast Yahoo's current malaise as unacceptable, tweak the old management and then vow to fix things - fast."
3UOMW19E6C5VZLW3J4Q5PXR80OE5C8,3.0,"""It's been some time, I would say probably at least weeks, if not months or years."""
3N2YPY1GI5XRUDVWLMEDJJLAYOTEVH,4.8,"""It's been through so many changes over the years to keep it fresh, there's possibly nothing left, really,"" Dr Brennan said."
3QTFNPMJC5HCX3DJFI6ZUCSF0QZZNO,2.4,It's been totally taken over by college students and the owner has not taken care of the place at all.
31KSVEGZ33RTI606X2394S37KLKWRJ,5.6,"""It's bewildering to see the same administration that sold its trillion-dollar spending plan this spring as a guarantee against 8 percent unemployment -- today it's nearly 10 percent -- claiming it created 1 million jobs, especially since it is a sad fact 3 million jobs have been lost since the stimulus was signed into law,"" Senate Republican leader Mitch McConnell said in a statement."
378G7J1SJKX492V1BWJ95L4O5XVEWR,3.6,It's busy because it's so nice and everyone wants to camp there.
3VLL1PIENPNUFODVGX6C91SKQ04ZO3,5.8,"""It's dangerous,"" said Ali Mursidin, an official in Teluk Meranti, a town of 2,500 people."
36AZSFEYZ3ZTNAJCBVCNIBFPVRGVBY,2.4,It's different.
359AP8GAGFJAMPAM7X52NH54RU97CP,4.8,"""It's different from the Cosco Busan, but in both cases it's inexcusable."""
3DQYSJDTYKAJY20RL1FV74IVEZ1EXK,2.2,It's easy to get (info in the link).
372AGES0I348765W77ZV6BHETORXRG,2.0,"""It seemed to be a Jap reconnaissance patrol. . . one group stopped and ate chow on the road bank opposite us; we were scared stiff they would come over and find us. It was hard for the wounded to lie quiet. Our tank driver had a rivet stuck in his throat - every time he took a drink, the water would come leaking out. . . ."""
3M93N4X8HJMJD10K5SKZ5CEV4SVSJB,3.4,it seems i can't redirect the output of the zenity-command to a log-file and it seems there is no --verbose option for zenity or anything
3NQUW096N5773CSLZ7WL4WMXGTB9LJ,3.2,"It seems like I am connecting the card properly, but I have no idea how to connect to T-Mobile's internet."
3HXK2V1N4JEGH0TL37KQHH9BE6F2GE,3.2,"It seems minicom is not installed by default, so I downloaded a .deb from the debian site using WinXP, transfered it to a USB Keychain, installed it on Ubuntu, and couldn't get it to do jack (I really don't know how to use it)."
36KM3FWE3QBQSXF6VHCISG33I5D07Q,3.4,it seems that linux kernels don't drive older cards then the intel 2200BG!
360ZO6N6J0IR9UA6ZJX0491MGY19ML,2.8,It seems that torrent trackers can be redirected though Tor (note that tracker though Tor is different from d/l torrent file within Tor and this latter is frowned upon by the Tor community).
30EMX9PEVJIEOL62NDKB6RE8JHVSKA,3.0,It seems to have something to do if I have used any other media player during the session.
3V8JSVE8YXP8Y7Q1QX1XQIP4G5VEYQ,2.4,It's entirely possible.
3RIHDBQ1NDXKO0SPXVLSHQZAZB9HMJ,1.4,It's free!
35XW21VSVFDP8ROK8DWCLRRN8H0SLD,3.4,"Its go-ahead, however, depends on political will."
37Y5RYYI0O4K8L59MWZ0WLMAFQAXS4,2.8,It's going to take some time for us to grow out of this.
3G5RUKN2EB2XRCV6BKC0HOQMLOB9NL,2.4,It's gonna be the biggest snatch of freedom and liberty that has yet occurred in this country.
301KG0KX9BKUHWOWND282HLCT6S2HD,2.2,its hard to describe but its best described as looking into a grainy picture
3DTJ4WT8BCE83X06MJ3G4PY6MZZEZH,4.2,It's hard to plan without input.
3DZKABX2ZH4CXFBIPV8ITVL7DCGVC5,5.6,"It's hard to say whether this is an important departure from the standard model, or just an aberration - time will tell."
3087LXLJ6LF37QUCD0AUG8GKGTVF08,5.2,It's her generation's children - what pop sociologists have dubbed the millennials - who are leaving an interesting mark on television these days.
386T3MLZLMUUSBKP5M4O6GZYTPJ08D,3.0,"""It's his responsibility,"" he said."
3ZURAPD287M3EFFU9JEUUDZULL1F1B,4.0,It should be noted that many cultures do not enjoy this equitable dynamic.
3J94SKDEKHO54D2HJ0LG939QLOQ5D8,2.6,It shouldn't be necessary to put it in the startup.
3UDTAB6HH5YU6G3ZAEA26CU9DV1092,3.8,It shouldn't be so much an issue of obtaining/creating a driver for the card.
3X0EMNLXEOOVR4KMU0UODVKECVVPVD,3.0,It shouldn't happen again but if it does we'll dive into it further.
34R0BODSP0YAWJGHFVW0FLRBL0R5E1,4.2,Its intent is still the same as the trophies - get players to wring every last drop of value out of the game.
32K26U12DMNM27HWPR3TD13PYCSVD5,2.6,Its just not a lot of good to me if I cant rely on it to be able to connect to the net!
31GN6YMHLOR5JL0JCR3EU2836N3WS7,2.6,"It's kind of been a black art making this thing work in the first place, so I don't really have any elegant solutions that make it function the way hardware is supposed to."
3N2YPY1GI5XRUDVWLMEDJJLAYOTVEY,2.0,"""It's like riding a bicycle."""
3UUSLRKAUK2KRHG07T0D7NNMCUL7DP,2.8,It's like watching a movie with the added choreographed component of live dancers and singers performing around the image.
35YHTYFL1F2J0RVSGXYJ116AAP8VFG,3.6,It's located right on Lake Flower.
3FCO4VKOZ3CPJNU03OBXD557C6M7EI,6.0,"""It's mathematically impossible at this point for this to pass,"" said Gary Walkowicz, a member of the UAW bargaining committee at a Dearborn, Michigan, truck plant that rejected the deal on Oct. 30 with a 93 percent no vote."
3MNJFORX8A322XGDA6G6X3CBX165FJ,3.8,"""Its new, its big, its exciting,"" and, he added, ""people from New York are fighters."""
31D0ZWOD09Y8BZD42KO2275TJDJ0AH,2.2,"""It's new. It's different. It's something I can go back home and tell my family about."""
33TGB4G0LOGLNLIOBW4Q6QIWH9OXTT,5.0,"""It's not a matter of saying Massachusetts deserves special treatment, but of figuring out how states that already exceed what is likely to be in the final bill can stay there,"" said Robert Seifert a senior associate of the Center for Health Law and Economics at the University of Massachusetts Medical School, who wrote the Blue Cross Foundation analysis of the bills passed by five congressional committees over the past several months."
3Y40HMYLL0H0NYXDB1U0BM4Y0NVXUK,3.4,It's not an easy message to get out in a city where 18 percent of families live below poverty level and the always-struggling school district became in 1991 the first in the state to declare bankruptcy.
3I6NF2WGIFV8GXC8LQMOFOCNYG65GI,2.0,"It's not like we didn't hear about it in 2008, guys."
31KPKEKW49CDU9IW8YOYXIPZ1V40BC,2.8,"It's not only green, it's a great way to burn calories!"
3CIS7GGG64IRHY6WGW48NXJRKGJUE5,3.6,"It's not on the water and offers no boating, but trails lead to the Ausable river for swimming."
37YYO3NWHCPGY65IYEDD33XIS50CCN,3.8,"""It's not something you change overnight, and it is not unique to Richmond, Oakland, Portland or Los Angeles. It's everywhere."
39O6Z4JLX1W00DMDGR45786HEU4XV9,2.2,It's not their fault that top management couldn't make more money from them.
31HLTCK4BKUPERRNRH41JM6MB48VGF,1.8,it's not the most user friendly system for people like me i guess.
341YLJU21HYUDRZGTVKT2TMRTJ72I6,1.8,It's not the tmobile connection.
3TUOHPJXYGWDF2MI6191TAPVL36XWJ,2.6,ITs on the os but i cant find it to you use it yet.
3KL228NDMULBYGXBSDQUHDV5V61KGI,4.2,"Its Open Graph API, for example, is an attempt to move Facebook features beyond its walled garden and onto other sites."
31ANT7FQN71MGT7J5W460OOODGJ5HH,5.0,"It's part of how developers are using things like trophies - which have been mandatory on all PlayStation 3 games for nearly a year now - and internally built medal systems to condition player behavior, and steer them to aspects of gameplay that they might not seek out, whether from habit or not knowing it's possible."
35A1YQPVFDFMCOI3BEMR00P3DTY5IA,2.0,"It's possible, it's just going to look ugly unless you want to install the rest of KDE, that's all."
3H6W48L9F3O86TKRKAZKZX3SJ4XPWN,3.4,"It's possible that Option ""XkbVariant"" depends on non-UTF8 locale settings, I use pl_PL."
33P2GD6NRMRPYCSMCJ8C2D76A6EKHH,3.4,It's possible that the xserver is using a default low resolution and your display can't deal with it.
3WJGKMRWVH8Q3YBWYA8ON9F0D5CCDN,2.8,"""It's probably going to be about 5 minutes of screen time."""
3GL25Y6842THAQS42Z3EKCN4N1SMXH,2.2,Its quite amazing.
3LEG2HW4UEMA30XQSNE8ZW9ZDRFF2S,2.8,It's really the only decent place to stay downtown (in my opinion).
31N9JPQXIOHQ6IDP9W0SU5OA41JHNJ,3.2,"""It's really very difficult to tell,"" Miller said."
3X878VYTIDHHP1UWYZV3VNQ7O717F0,3.0,It's several steps to do it with the command vs. the way Apple spoiled me with: using a key on the keyboard.
36FFXPMST8N8O3D1AB059UOFUBOHOY,5.0,It's simple to use and aims to make microblogging easy to understand and use by a mainstream audience.
34F34TZU7VYQ82JMBD5TEU1R6YW2JI,1.8,It's Slutoween which means Wonky hits the streets dressed like a slutty version of something or another.
3JTPR5MTZRBDIJ8RBH73DG4G5XN5KL,4.2,"Its so irritating to see the list of networks / have the ibook think its connected to the network, but then not having any access."
3GONHBMNHUX6FLSJ3HRZHX3FV1QMZE,4.4,"Its strong, linear narrative forms the bulk of its experience, but that doesn't exempt Naughty Dog from the obligation to invite gamers back for more after they finish the last chapter."
3K3G488TR17ZTM6MOMR092GP43G5QE,5.0,"""It's taking something that everyone has experienced -- a death in the family, the death of a loved one -- and using the race to mark that in a very personal way,"" Rangel said."
3ZXV7Q5FJANN1IPSPG3EB9ILPISCFY,2.4,"It's the most polished Twitter app yet, oozing slickness with every swipe."
336OE47KI1JLBDHN6M8J5PSA5RXWVC,2.6,It's the only way I know.
334ZEL5JX5EXECRHL5C4D8VH3M5SOU,1.8,"It's three dollars, even if you had the previous version, but totally worth it."
3E6L1VR4XVLYL1GRFPQBP9QBTWHF69,2.0,It's three lines follow.
3YZ7A3YHR4SB62LZGQG542VQMR15S3,3.0,"It stops responding, and I am forced to stop it manually."
3X878VYTIDHHP1UWYZV3VNQ7O71F78,3.2,It's true that Fish Creek is busy in summer months.
31ODACBENTE0ZO4X0I482DQHINNSQ2,3.8,"It's true that they might say they're pissed off at the deficit, but the underlying source of anger is the objective bad conditions."
307L9TDWJXRBCA6QUBBQQBN0LW1N3I,3.8,It's unclear how many people have been killed.
3RBI0I35XD25O9A41DK17RL7PG5Y3J,4.4,"It's unclear what will become of the work Ford promised that would create or preserve 6,000 UAW jobs, said one of the people."
3S1L4CQSFW4Z83SU527N5ESXPF7FAZ,5.6,"It supports VGA, DVI/HDMI and DisplayPort screens via its standard Mini DisplayPort connector."
35U0MRQMUI6D648LF0H9OVFO2QZVO2,5.4,"It supports video output up to 2560x1600, capable of driving a 30"" Cinema Display HD."
3G4VVJO6PYFHBTQAVWGHBM9XWXOKPM,3.6,"""It's very disconcerting. I'm sick to my stomach when something like that happens and you have an innocent kid involved,"" Morales said."
3DIIW4IV8OU4G5E3X93HV8JPDX3I4I,2.2,It's very pretty.
3W0KKJIARQ8W51RT9FE6P0E77NP8KR,1.8,Its very reassuring to know that good community help is here for us linux beginners.
35A1YQPVFDFMCOI3BEMR00P3DTYI5N,4.6,It takes 17 times more land to feed American pets than would  be required by solar farms producing enough electricity to meet all the demand in the United States.
3XU9MCX6VNB76Q2ZJIE2GLNIGFQ2RA,3.6,"It takes over 90,000 square feet of land (that's two whole acres) to feed a medium-sized dog and 16,000 square feet of land to feed a cat."
3GVPRXWRPGT1ZSWMZ71OYK3Z4ZT7IR,5.0,"""It took awhile to actually cast a vote. I was conflicted,"" said McClain, who said he ultimately sided with City Councilman Peter Brown because of his business experience as an architect."
39RRBHZ0AT0P58MSH9SQ4TMSMT1ZV5,1.8,It took me numerous tried and an hour and a half to get it working with Windows XP!
33J5JKFMK5XWF7JIA337U5I5Q7OQ38,3.8,It took several hours Friday to deploy booms around the tanker.
31JUPBOORM37P79BUFQ740RMWNU8LU,4.8,"It took the corruption arrest of a sitting governor, 10 months of political sparring and two attempts before top lawmakers and reform advocates could agree on Illinois' first-ever sweeping restrictions on campaign donations."
3Z8UJEJOCYCQN82WT1SL8ASGG7L390,5.6,"""It took years to dig our way into the crisis we've faced. It will take more than a few months to dig our way out,"" said Obama, who blames Republicans for the economic crisis he inherited."
3WRBLBQ2GQ79LQQ7OKGCYTGWH8W0GT,3.4,[iTunes] Subscribe to the Podcast directly in iTunes (enhanced AAC).
3R6RZGK0XEBP0ICNLNQ7QMDQG0YVYD,5.2,It was 6 p.m. on a Friday in April 1995 when Deana Hebert's ex-husband took their 18-month-old daughter for a weekend visit.
3BVS8WK9QZUO14ZCCOD43MPVNPKIBO,3.8,"""It was a bit of a shock to see everyone lying there - there was a lot of screaming,"" he said."
3ZICQFRS30H6ESR2I6HTPZZOA47ZZ5,5.0,"It was a hard fought battle with 140 contenders, but the grand prize winner of Joystiq's Annual-ish Pumpkin Carving Contest 2009 is ... Antonio F.!"
37Y5RYYI0O4K8L59MWZ0WLMAFQASXZ,3.4,It was a little hard to find as they didn't have a large sign.
3UYRNV2KISYXD7CW6S6MHSVB1ITN8A,4.6,"It was all kept hush-hush because Rogge, as a European representative, couldn't publicly endorse Beijing when two European cities -- Paris and Istanbul -- were also contenders, Yuan writes."
3XABXM4AJ04IG4POMKY3LMQG6TH8QJ,3.6,It was all meant as a marketing mantra.
3BA7SXOG1IPIS54OZZN3QC0L2FJ8RK,5.0,It was also used to recover the first stage of Ares I-X following its test flight.
3AJA9FLWSBXEELBSHQZ0MCGG2NCFI3,4.2,It was a match made in heaven.
3I7SHAD35LVNVBMDKMZGQDAGL8D7M7,3.6,"It was announced at the end of May, released as a 'Preview' product shortly after and 100,000 more invites were made available at the end of September."
374UMBUHN4OXKN7TK083SDXMGR0CT6,2.8,It was another lie.
3PGQRAZX01J98QVJRSL2FZTJHW4SY5,4.4,"""It was a relief,"" Clausen said."
39KMGHJ4RY9CAMFMAIR9D1TGAR600P,3.6,It was a spectacular feat of derring-do.
3B623HUYJ3PUTK41EON8GM5HOH28S8,4.4,It was for that story the he was presented with a Hugo Award.
371Q3BEXDG89DG5ONENLT62LNQ8SZW,3.4,It was great and I highly recommend this restaurant for a great experience
39RRBHZ0AT0P58MSH9SQ4TMSMU2VZ4,3.4,"It was, I believe, the first time a major artist premiered a music video on Twitter."
371DNNCG431V8KHG3OSYQR13Q0G8TX,5.2,It was instituted in January 2005.
3FVBZG9CLIDNLMLI8QYUJTSXW890HS,3.2,"""It was interesting for those of us on the inside because an outsider suddenly appeared and quickly made an impact,"" said Keith Martin, publisher of Sports Car Market Magazine, a leading collector publication."
38VTL6WC49C82OX8FW8UMOJR3CX5YH,4.6,It was Mr Blair who reopened diplomatic ties with the country when he was Prime Minister.
3L55D8AUF9WT196NU6V20UP1VTIYCH,4.0,"""It wasn't so much the show, it was Rove the personality that endeared itself to the Australian public in light of his tragic circumstances, and that kept viewers' interest there for a while."
3QGTX7BCHO187E7DBIAD0VST9615Z8,3.8,"It was once said to be worth more than $100 million, but that was more than 200 cars ago."
3D4BBDG7ZGVSL69Z5L2CA0TOMSO3CH,4.8,It was only a decade ago that the school drew international acclaim when basketball coach Ken Carter forced members of his undefeated team to sit on the bench until they raised their grades.
